Cepa,Linea,Campo,Célula,Amastigotes
Dm,HeLa,5,34,0
Dm,HeLa,5,35,1
Dm,HeLa,5,36,8
Dm,HeLa,5,37,2
Dm,HeLa,5,38,7
Dm,HeLa,5,39,0
Dm,HeLa,5,40,0
Dm,HeLa,5,41,0
Dm,HeLa,5,42,3
Dm,HeLa,5,43,4
Dm,HeLa,5,44,0
Dm,HeLa,5,45,1
Dm,HeLa,5,46,0
Dm,HeLa,5,47,0
Dm,HeLa,5,48,4
Dm,HeLa,5,49,0
Dm,HeLa,5,50,1
Dm,HeLa,5,51,0
Dm,HeLa,5,52,0
Dm,HeLa,5,53,0
Dm,HeLa,5,54,0
Dm,AC16,4,1,1
Dm,AC16,4,2,0
Dm,AC16,4,3,0
Dm,AC16,4,4,0
Dm,AC16,4,5,1
Dm,AC16,4,6,0
Dm,AC16,4,7,0
Dm,AC16,4,8,0
Dm,AC16,4,9,0
Dm,AC16,4,10,0
Dm,AC16,4,11,0
Dm,AC16,4,12,2
Dm,AC16,4,13,0
Dm,AC16,4,14,1
Dm,AC16,4,15,0
Dm,AC16,4,16,0
Dm,AC16,4,17,2
Dm,AC16,4,18,0
Dm,AC16,4,19,0
Dm,AC16,4,20,0
Dm,AC16,4,21,2
Dm,AC16,4,22,0
Dm,AC16,4,23,1
Dm,AC16,4,24,4
Dm,AC16,4,25,2
Dm,AC16,4,26,1
Dm,AC16,4,27,3
Dm,AC16,4,28,0
Dm,Caco2,3,1,2
Dm,Caco2,3,2,4
Dm,Caco2,3,3,0
Dm,Caco2,3,4,1
Dm,Caco2,3,5,0
Dm,Caco2,3,6,4
Dm,Caco2,3,7,1
Dm,BeWo,5,1,0
Dm,BeWo,5,2,1
Dm,BeWo,5,3,12
Dm,BeWo,5,4,1
Dm,BeWo,5,5,0
Dm,BeWo,5,6,4
Dm,BeWo,5,7,3
Dm,BeWo,5,8,4
Dm,BeWo,5,9,8
Dm,BeWo,5,10,16
Dm,BeWo,5,11,5
Dm,BeWo,5,12,10
Tul,BeWo,3,1,3
Tul,BeWo,3,2,6
Tul,BeWo,3,3,8
Tul,BeWo,3,4,4
Tul,BeWo,3,5,0
Tul,BeWo,3,6,4
Tul,BeWo,3,7,2
Tul,BeWo,3,8,0
Tul,BeWo,3,9,1
Tul,BeWo,3,10,12
Tul,BeWo,3,11,16
Tul,BeWo,3,12,1
Tul,BeWo,3,13,3
Tul,BeWo,3,14,0
Tul,BeWo,3,15,1
Tul,BeWo,3,16,0
Tul,BeWo,3,17,0
Tul,BeWo,3,18,2
Tul,BeWo,3,19,10
Tul,BeWo,3,20,2
Tul,BeWo,3,21,4
Tul,BeWo,3,22,3
Tul,BeWo,3,23,13
Tul,BeWo,3,24,1
Tul,BeWo,3,25,1
Tul,HeLa,5,1,6
Tul,HeLa,5,2,6
Tul,HeLa,5,3,2
Tul,HeLa,5,4,0
Tul,HeLa,5,5,0
Tul,HeLa,5,6,1
Tul,HeLa,5,7,1
Tul,HeLa,5,8,0
Tul,HeLa,5,9,1
Tul,HeLa,5,10,2
Tul,HeLa,5,11,0
Tul,HeLa,5,12,0
Tul,HeLa,5,13,3
Tul,HeLa,5,14,0
Tul,HeLa,5,15,9
Tul,HeLa,5,16,6
Tul,HeLa,5,17,2
Tul,HeLa,5,18,0
Tul,HeLa,5,19,2
Tul,HeLa,5,20,0
Tul,HeLa,5,21,0
Tul,HeLa,5,22,0
Tul,HeLa,5,23,0
Dm,Caco2,1,1,2
Dm,Caco2,1,2,0
Dm,Caco2,1,3,0
Dm,Caco2,1,4,0
Dm,Caco2,1,5,0
Dm,Caco2,1,6,7
Dm,Caco2,1,7,17
Dm,Caco2,1,8,0
Dm,Caco2,1,9,0
Dm,Caco2,1,10,0
Dm,Caco2,1,11,8
Dm,Caco2,1,12,1
Dm,Caco2,1,13,1
Dm,Caco2,1,14,0
Dm,Caco2,1,15,0
Dm,Caco2,1,16,0
Tul,Caco2,5,1,0
Tul,Caco2,5,2,8
Tul,Caco2,5,3,5
Tul,Caco2,5,4,1
Tul,Caco2,5,5,1
Tul,Caco2,5,6,1
Tul,Caco2,5,7,1
Tul,Caco2,5,8,0
Tul,Caco2,5,9,0
Tul,Caco2,5,10,2
Tul,Caco2,5,11,0
Tul,Caco2,5,12,14
Tul,Caco2,5,13,0
Tul,Caco2,5,14,0
Dm,HeLa,2,1,1
Dm,HeLa,2,2,3
Dm,HeLa,2,3,0
Dm,HeLa,2,4,0
Dm,HeLa,2,5,0
Dm,HeLa,2,6,2
Dm,HeLa,2,7,1
Dm,HeLa,2,8,0
Dm,HeLa,2,9,3
Dm,HeLa,2,10,0
Dm,HeLa,2,11,0
Dm,HeLa,2,12,9
Dm,HeLa,2,13,0
Dm,HeLa,2,14,0
Dm,HeLa,2,15,0
Dm,HeLa,2,16,0
Dm,HeLa,2,17,9
Dm,HeLa,2,18,0
Dm,HeLa,2,19,9
Dm,HeLa,2,20,3
Dm,HeLa,2,21,0
Dm,HeLa,2,22,3
Dm,HeLa,2,23,3
Tul,HeLa,3,1,1
Tul,HeLa,3,2,0
Tul,HeLa,3,3,0
Tul,HeLa,3,4,0
Tul,HeLa,3,5,1
Tul,HeLa,3,6,0
Tul,HeLa,3,7,0
Tul,HeLa,3,8,4
Tul,HeLa,3,9,0
Tul,HeLa,3,10,0
Tul,HeLa,3,11,0
Tul,HeLa,3,12,0
Tul,HeLa,3,13,0
Tul,HeLa,3,14,0
Tul,HeLa,3,15,0
Tul,HeLa,3,16,0
Tul,HeLa,3,17,1
Tul,HeLa,3,18,1
Tul,HeLa,3,19,0
Tul,HeLa,3,20,0
Tul,HeLa,3,21,1
Tul,HeLa,3,22,2
Tul,HeLa,3,23,1
Tul,HeLa,3,24,0
Tul,HeLa,3,25,0
Tul,HeLa,3,26,0
Tul,HeLa,3,27,1
Tul,HeLa,3,28,2
Tul,HeLa,3,29,0
Tul,HeLa,3,30,0
Tul,HeLa,3,31,0
Tul,HeLa,3,32,6
Tul,HeLa,3,33,0
Tul,HeLa,3,34,1
Tul,HeLa,3,35,0
Tul,HeLa,3,36,1
Tul,HeLa,3,37,3
Tul,HeLa,3,38,0
Tul,HeLa,3,39,2
